CUSTKEY,NAME,ADDRESS,NATIONKEY,PHONE,ACCTBAL,MKTSEGMENT,COMMENT,ORDERKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,REVENUE1,REVENUE2,REGIONKEY,REGION_NAME,REGION_COMMENT
7993,Customer#000007993,fcVcMvlw5QdBCJTIdvwqxn6A9aD5GIwPO,20,30-753-828-9489,9252.08,MACHINERY,"nst the final requests. busily ironic packages should have to cajole daring, regular requests. slyly",364129,O,231079.09,893030400.0,2-HIGH,Clerk#000000492,0,165189,222,2,41,51421.38,0.02,0.06,N,O,898732800.0,898560000.0,898819200.0,DELIVER IN PERSON,MAIL,1028.4276,50392.9524,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1355,Customer#000001355,c1r6G98ixzLQkvUV2KphsFwhYvpDo18oToGB,20,30-918-883-1662,2351.1,AUTOMOBILE,anent dependencies are blithely above the quickly silent escapades. requests sleep. final foxes sleep slyl,269858,O,98935.48,837734400.0,2-HIGH,Clerk#000000468,0,38356,860,1,4,5177.4,0.02,0.06,N,O,838080000.0,844128000.0,839548800.0,NONE,AIR,103.548,5073.852,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13777,Customer#000013777,LPTZPFi XJkIsuzoxX4,20,30-236-273-2067,193.06,HOUSEHOLD,gged frays detect about the slyly regular dugouts. ironic ideas above the slyly express requests sleep along the fur,437056,O,242775.34,888537600.0,5-LOW,Clerk#000000562,0,33350,860,1,36,46200.6,0.07,0.04,N,O,889401600.0,894585600.0,889574400.0,TAKE BACK RETURN,FOB,3234.0420000000004,42966.558,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14986,Customer#000014986,uyWn4YUmkDBhcbVV2u4h4IbJHUdB3kAp8EXGXPs,20,30-689-277-3905,627.72,HOUSEHOLD,ithely carefully special foxes. slyly final theodolites w,4321,F,172800.51,774489600.0,3-MEDIUM,Clerk#000000041,0,90271,272,4,4,5045.08,0.02,0.0,R,F,779155200.0,781401600.0,779241600.0,NONE,FOB,100.9016,4944.1784,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7003,Customer#000007003,nITTkhncPBIYLqkJno,20,30-753-287-6359,4475.71,HOUSEHOLD,"ecial pearls. pending packages nag slyly even dependencies. express, ironic platel",47943,F,168652.16,784857600.0,3-MEDIUM,Clerk#000000403,0,35871,878,2,2,3613.74,0.02,0.05,R,F,785376000.0,789782400.0,786067200.0,NONE,AIR,72.2748,3541.4652,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1787,Customer#000001787,"l9Rin,i89mx8LxSK0cC0BPi3OBcM3BXp",20,30-258-449-6408,4120.78,HOUSEHOLD,ts above the quickly regular instructions cajole about the attainments. carefully,54533,O,170013.85,819331200.0,3-MEDIUM,Clerk#000000643,0,185939,976,5,11,22274.23,0.08,0.07,N,O,820281600.0,823132800.0,820713600.0,NONE,AIR,1781.9384,20492.2916,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10079,Customer#000010079,"9GW2tN0Y4ImwlNKagwIbx3KLqJ23lPOyXh3d,hNt",20,30-816-865-3749,3273.74,MACHINERY, blithely even dolphins throughout the furiously reg,15392,F,36758.75,737078400.0,5-LOW,Clerk#000000216,0,52539,55,1,25,37288.25,0.07,0.06,A,F,737164800.0,744595200.0,739324800.0,DELIVER IN PERSON,FOB,2610.1775,34678.072499999995,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4046,Customer#000004046,F0ug8fzXTs7L7AJ,20,30-953-844-1984,1811.86,BUILDING,ke carefully. carefully even packages lose slyly blithely unusual theodolites. final requests wake id,399109,F,233894.8,730339200.0,5-LOW,Clerk#000000074,0,10864,865,3,33,58570.38,0.0,0.0,R,F,735177600.0,735350400.0,736732800.0,COLLECT COD,SHIP,0.0,58570.38,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2683,Customer#000002683,UR5GG39hf1MJqugn IYzwqB9zkeT6Jv1RmgaiZ,20,30-276-165-3603,4653.39,MACHINERY,", ironic requests wake busily fluffi",302080,F,198810.35,765244800.0,5-LOW,Clerk#000000318,0,18105,607,2,14,14323.4,0.0,0.04,R,F,771897600.0,768614400.0,772416000.0,NONE,FOB,0.0,14323.4,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1045,Customer#000001045,clvGUnQPLbzX 23hemPp24WS1MEtS4z,20,30-120-992-2121,2942.19,HOUSEHOLD,r deposits cajole blithely along the quickly silent pattern,95808,O,492147.15,813283200.0,5-LOW,Clerk#000000220,0,185686,723,6,42,74410.56,0.09,0.01,N,O,817430400.0,818553600.0,818726400.0,COLLECT COD,RAIL,6696.9504,67713.6096,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7181,Customer#000007181,mOMuYXdwDt41G SRHxs,20,30-792-697-9386,393.83,HOUSEHOLD,thely even accounts unwind furiously across the ironic platelets. c,41985,O,244606.29,837129600.0,4-NOT SPECIFIED,Clerk#000000541,0,30722,723,4,33,54539.76,0.07,0.07,N,O,842832000.0,842572800.0,844387200.0,TAKE BACK RETURN,AIR,3817.7832,50721.9768,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13996,Customer#000013996,"yt7Ka9rogr7dZYFPVxqT8ur1,T44lglH",20,30-294-739-6374,6703.28,FURNITURE,essly regular deposits. blithely regular brai,413829,O,68797.53,828748800.0,2-HIGH,Clerk#000000811,0,147584,99,2,24,39157.92,0.1,0.05,N,O,835056000.0,834278400.0,837561600.0,DELIVER IN PERSON,RAIL,3915.792,35242.128,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1112,Customer#000001112,wFf 0nSvdJyk2GqRsqJrcr9 UPr0C3OT5zT,20,30-401-424-6458,9314.59,MACHINERY,fily quickly unusual theodolite,464774,F,269041.16,694828800.0,2-HIGH,Clerk#000000881,0,67961,468,2,35,67513.6,0.1,0.05,R,F,702000000.0,698889600.0,703382400.0,NONE,SHIP,6751.360000000001,60762.240000000005,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8686,Customer#000008686,sp6J2ma0ioW5rDv,20,30-934-611-5900,4241.7,FURNITURE,"nts are blithely slyly bold deposits. bold, pending de",49414,O,35852.29,808876800.0,2-HIGH,Clerk#000000042,0,47666,171,1,23,37114.18,0.08,0.05,N,O,811468800.0,812505600.0,812505600.0,DELIVER IN PERSON,REG AIR,2969.1344,34145.045600000005,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9304,Customer#000009304,mmQw2YEVpXOavVUBacfJJsM3n3,20,30-564-848-2257,8758.43,BUILDING,y carefully regular foxes. final deposits affix fluffily. f,143652,O,236514.66,896659200.0,2-HIGH,Clerk#000000649,0,23014,521,3,10,9370.1,0.04,0.01,N,O,906249600.0,900374400.0,907718400.0,COLLECT COD,MAIL,374.804,8995.296,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1237,Customer#000001237," CQEeqR ,cVU7Bby",20,30-415-666-7691,8156.62,BUILDING,the bold accounts wake blithely across the deposits,526531,F,167085.25,716342400.0,4-NOT SPECIFIED,Clerk#000000275,0,45107,116,1,31,32615.1,0.1,0.04,A,F,722217600.0,721440000.0,722908800.0,NONE,AIR,3261.51,29353.59,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13732,Customer#000013732,sItxQhW41C7VBPbep l NNp8sU,20,30-246-926-7571,3726.17,BUILDING, among the slyly bold dependencies wak,290465,F,150236.13,789523200.0,4-NOT SPECIFIED,Clerk#000000522,0,138398,912,2,46,66073.94,0.0,0.05,A,F,792633600.0,792288000.0,793324800.0,DELIVER IN PERSON,REG AIR,0.0,66073.94,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13408,Customer#000013408,DwpHEDV5vaiIyaGfCwwt5ask4CHoJjXqEnVJOuZ,20,30-726-595-5130,8151.45,HOUSEHOLD, excuses grow after the carefully ironic foxes. slyly regular accounts haggle daringly acro,292871,O,110654.47,896918400.0,2-HIGH,Clerk#000000944,0,80500,501,2,17,25168.5,0.02,0.03,N,O,901065600.0,901843200.0,902880000.0,COLLECT COD,SHIP,503.37,24665.13,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1204,Customer#000001204,"QxpCVhq2x0PwW,zgZ AEuFkgb50ryGM",20,30-117-472-8751,9777.19,HOUSEHOLD,ily final instructions. pending foxes detect doggedly accor,310630,F,201447.48,706320000.0,2-HIGH,Clerk#000000993,0,67508,15,1,22,32461.0,0.02,0.04,A,F,708912000.0,713404800.0,711417600.0,COLLECT COD,AIR,649.22,31811.78,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9190,Customer#000009190,",eesVHOZt9XS",20,30-433-398-9404,2125.78,AUTOMOBILE,e carefully special requests. furiously special deposits boost blithely. blithely silent accounts sl,497120,O,160447.72,819504000.0,4-NOT SPECIFIED,Clerk#000000884,0,80846,847,5,29,52978.36,0.02,0.04,N,O,828835200.0,826416000.0,830304000.0,NONE,RAIL,1059.5672,51918.7928,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5188,Customer#000005188,"dZ2IDQkqCdX2iNDECZwHJkps8L6cZocn,sO",20,30-528-527-6991,-98.19,HOUSEHOLD,"e express, express foxes. fluffily final dolphins maintain carefully regula",479364,F,288178.04,761356800.0,4-NOT SPECIFIED,Clerk#000000349,0,130625,626,1,28,46357.36,0.06,0.02,R,F,766195200.0,763948800.0,767318400.0,NONE,REG AIR,2781.4416,43575.9184,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8446,Customer#000008446,9dgLhCnEKm8J,20,30-617-693-9632,18.14,HOUSEHOLD,he carefully ironic attainments. blithely ironic requests caj,467105,O,320780.93,868406400.0,1-URGENT,Clerk#000000994,0,132525,65,1,15,23362.8,0.02,0.0,N,O,870220800.0,872121600.0,872208000.0,TAKE BACK RETURN,AIR,467.256,22895.544,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9304,Customer#000009304,mmQw2YEVpXOavVUBacfJJsM3n3,20,30-564-848-2257,8758.43,BUILDING,y carefully regular foxes. final deposits affix fluffily. f,285894,O,106735.0,887500800.0,1-URGENT,Clerk#000000227,0,175305,340,1,34,46930.2,0.1,0.05,N,O,888451200.0,894153600.0,889833600.0,DELIVER IN PERSON,RAIL,4693.02,42237.18,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1237,Customer#000001237," CQEeqR ,cVU7Bby",20,30-415-666-7691,8156.62,BUILDING,the bold accounts wake blithely across the deposits,484644,F,247316.18,744163200.0,3-MEDIUM,Clerk#000000714,0,55643,654,1,18,28775.52,0.02,0.05,A,F,751766400.0,748656000.0,752198400.0,DELIVER IN PERSON,SHIP,575.5104,28200.0096,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1237,Customer#000001237," CQEeqR ,cVU7Bby",20,30-415-666-7691,8156.62,BUILDING,the bold accounts wake blithely across the deposits,484644,F,247316.18,744163200.0,3-MEDIUM,Clerk#000000714,0,192531,89,4,19,30847.07,0.08,0.02,A,F,745027200.0,747187200.0,746323200.0,DELIVER IN PERSON,AIR,2467.7656,28379.3044,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1237,Customer#000001237," CQEeqR ,cVU7Bby",20,30-415-666-7691,8156.62,BUILDING,the bold accounts wake blithely across the deposits,588069,O,363647.03,835228800.0,3-MEDIUM,Clerk#000000427,0,127828,341,7,44,81656.08,0.09,0.04,N,O,844387200.0,841968000.0,844992000.0,COLLECT COD,RAIL,7349.0472,74307.0328,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11821,Customer#000011821,GqwY KqWbkMiDw8JckQ,20,30-356-593-9293,533.86,BUILDING,final requests cajole carefully according to the silent accounts. unusual,548871,F,240905.76,748396800.0,1-URGENT,Clerk#000000037,0,72936,458,1,29,55358.97,0.0,0.03,R,F,750729600.0,750988800.0,751852800.0,TAKE BACK RETURN,MAIL,0.0,55358.97,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1259,Customer#000001259, YQc2RRQJV7kl1zxWg4OiUVU 5GlpB,20,30-930-620-7210,8353.0,HOUSEHOLD,"ages sleep blithely regular, final",233318,O,170363.75,900892800.0,3-MEDIUM,Clerk#000000896,0,155685,716,2,22,38294.96,0.0,0.03,N,O,907804800.0,904348800.0,907977600.0,TAKE BACK RETURN,FOB,0.0,38294.96,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1261,Customer#000001261,mWs6m9QwmTOZ,20,30-372-895-4261,5579.81,BUILDING,uffily final pinto beans. ironic deposits according to th,197120,F,111015.39,714096000.0,2-HIGH,Clerk#000000572,0,85744,761,1,38,65730.12,0.02,0.05,A,F,714960000.0,721267200.0,715305600.0,DELIVER IN PERSON,SHIP,1314.6024,64415.51759999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7507,Customer#000007507,U4BrRPYbH8W,20,30-113-695-7257,3395.59,FURNITURE,"inal grouches wake blithely among the bold, silent instructions. furiously ironic foxes cajole blithely. fur",275975,O,235040.77,816048000.0,5-LOW,Clerk#000000328,0,125190,215,3,28,34025.32,0.05,0.05,N,O,816739200.0,821491200.0,818812800.0,COLLECT COD,TRUCK,1701.266,32324.054,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14290,Customer#000014290,5gfaB3s6Ga8CGCXErIIoprPQbfn,20,30-534-461-3199,3003.54,HOUSEHOLD,uctions wake quickly regular deposits. slyly bold deposits nod quickly. fu,588739,O,167757.1,839376000.0,3-MEDIUM,Clerk#000000406,0,122471,8,3,50,74673.5,0.01,0.02,N,O,844214400.0,846460800.0,846633600.0,DELIVER IN PERSON,MAIL,746.735,73926.765,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7936,Customer#000007936,cDQwngkbzL4mNLAkWXPJFqUGjHL5OH8,20,30-325-148-1367,3142.09,FURNITURE,"ven packages. special, regula",475108,O,220239.13,870998400.0,3-MEDIUM,Clerk#000000431,0,102967,498,5,38,74858.48,0.05,0.05,N,O,879465600.0,874454400.0,881625600.0,COLLECT COD,SHIP,3742.924,71115.556,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1414,Customer#000001414,2 HBoqTD0qCyMKtcBPVHbNna,20,30-323-797-7514,3136.15,BUILDING,ackages. blithely unusual accounts a,293989,O,248487.28,825552000.0,2-HIGH,Clerk#000000270,0,70573,574,5,43,66373.51,0.05,0.02,N,O,828835200.0,830044800.0,829612800.0,COLLECT COD,FOB,3318.6755,63054.83449999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4495,Customer#000004495,BSOsDRGbUAnXAGbodaU 1yYCu9LJfgxEyZiLX,20,30-994-756-2920,1797.45,HOUSEHOLD,al requests. slyly bold accounts detect doggedl,367589,O,61698.07,843436800.0,2-HIGH,Clerk#000000118,0,183265,820,2,5,6741.3,0.04,0.06,N,O,852508800.0,847497600.0,855100800.0,TAKE BACK RETURN,MAIL,269.652,6471.648,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7042,Customer#000007042,4L18F YO3yxWF2n53NnZJi6onpnqsU,20,30-201-977-2465,1168.1,AUTOMOBILE,"ins solve furiously even packages. furiously even grouches are carefully unusual, special instruct",196418,O,178341.92,881020800.0,2-HIGH,Clerk#000000750,0,58314,820,4,33,41986.23,0.0,0.07,N,O,886550400.0,885254400.0,887673600.0,DELIVER IN PERSON,REG AIR,0.0,41986.23,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10091,Customer#000010091,5NOJkiBywgzvMth YfLx,20,30-761-749-2919,5337.98,MACHINERY,s. carefully express ideas can wake alongside of the quickly regular instructions. ironic packages print beyond the,499009,O,199939.3,880848000.0,3-MEDIUM,Clerk#000000427,0,38316,820,3,4,5017.24,0.06,0.03,N,O,881884800.0,885686400.0,882748800.0,NONE,MAIL,301.03439999999995,4716.205599999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13996,Customer#000013996,"yt7Ka9rogr7dZYFPVxqT8ur1,T44lglH",20,30-294-739-6374,6703.28,FURNITURE,essly regular deposits. blithely regular brai,346017,F,132839.72,710899200.0,3-MEDIUM,Clerk#000000321,0,122784,321,1,18,32522.04,0.09,0.01,R,F,712540800.0,717724800.0,714960000.0,COLLECT COD,FOB,2926.9836,29595.0564,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8332,Customer#000008332,"Yj6chRkud0KFKmi0,Y,iHXEJs",20,30-174-565-7066,8738.96,AUTOMOBILE,lly unusual asymptotes. blithely final asymptote,256901,F,157488.11,724896000.0,2-HIGH,Clerk#000000878,0,5835,836,2,50,87041.5,0.04,0.01,A,F,730944000.0,729388800.0,733449600.0,DELIVER IN PERSON,MAIL,3481.66,83559.84,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1414,Customer#000001414,2 HBoqTD0qCyMKtcBPVHbNna,20,30-323-797-7514,3136.15,BUILDING,ackages. blithely unusual accounts a,302850,F,263974.97,775267200.0,5-LOW,Clerk#000000121,0,2747,248,4,20,32994.8,0.1,0.08,R,F,784684800.0,780019200.0,784857600.0,COLLECT COD,SHIP,3299.4800000000005,29695.320000000003,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1414,Customer#000001414,2 HBoqTD0qCyMKtcBPVHbNna,20,30-323-797-7514,3136.15,BUILDING,ackages. blithely unusual accounts a,302850,F,263974.97,775267200.0,5-LOW,Clerk#000000121,0,168216,733,5,8,10273.68,0.02,0.08,R,F,778636800.0,777859200.0,779846400.0,NONE,MAIL,205.4736,10068.2064,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8980,Customer#000008980,"5JCxBOJP572rEqa,TQOrau6dbv",20,30-499-772-1855,871.86,HOUSEHOLD,ideas nag. carefully regular requests according to the carefully final packages run ac,427296,O,163073.04,855446400.0,4-NOT SPECIFIED,Clerk#000000102,0,160727,728,1,36,64357.92,0.07,0.01,N,O,864345600.0,859334400.0,864950400.0,TAKE BACK RETURN,REG AIR,4505.0544,59852.8656,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13241,Customer#000013241,"rH,L6KIBBHzBM0eNa0yIiCcqXktt",20,30-874-550-3690,2509.73,HOUSEHOLD,"quests haggle. ironic, ironic theodolites haggle regular r",64774,F,217590.36,709776000.0,1-URGENT,Clerk#000000445,0,143279,822,4,26,34379.02,0.02,0.01,R,F,717724800.0,715564800.0,719280000.0,DELIVER IN PERSON,MAIL,687.5803999999999,33691.4396,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11050,Customer#000011050,"kOi3GeuwZIg6t1Vw7k0kX6VyuXMN9x,0lR",20,30-349-736-3141,1576.33,FURNITURE,e quickly after the ironic packages. ironic instructions haggle a,10273,O,330864.01,893376000.0,1-URGENT,Clerk#000000303,0,15138,141,6,49,51603.37,0.1,0.0,N,O,898128000.0,897523200.0,900633600.0,DELIVER IN PERSON,TRUCK,5160.337,46443.033,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14006,Customer#000014006,NmF1IgV1qfLo GXtuvwldSNE710WGLdC,20,30-567-940-7523,4718.4,AUTOMOBILE,arefully according to the sheaves. furiously bold instructions wa,167200,F,238465.94,770860800.0,1-URGENT,Clerk#000000385,0,108462,973,2,41,60288.86,0.06,0.05,R,F,779328000.0,774316800.0,781660800.0,TAKE BACK RETURN,MAIL,3617.3316,56671.5284,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7003,Customer#000007003,nITTkhncPBIYLqkJno,20,30-753-287-6359,4475.71,HOUSEHOLD,"ecial pearls. pending packages nag slyly even dependencies. express, ironic platel",496130,F,78505.42,765590400.0,2-HIGH,Clerk#000000768,0,103275,806,6,9,11504.43,0.07,0.05,A,F,769392000.0,771984000.0,769478400.0,COLLECT COD,RAIL,805.3101000000001,10699.1199,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1636,Customer#000001636,"t1VhiA5gssjGA4,o5b2e8WJHsaBAmCfm4G",20,30-559-573-5410,3228.88,FURNITURE,"to beans are quickly carefully regular dolphins. regular, ironic dolphins de",338976,O,113903.22,840844800.0,2-HIGH,Clerk#000000855,0,82846,371,1,23,42063.32,0.1,0.04,N,O,842486400.0,844387200.0,844646400.0,COLLECT COD,REG AIR,4206.332,37856.988,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12002,Customer#000012002,"ifktbTgQI,guwZ",20,30-626-718-9837,2234.15,MACHINERY,y pending requests. blithely ironic deposits cajole,62434,O,81458.68,809481600.0,4-NOT SPECIFIED,Clerk#000000407,0,102902,433,1,25,47622.5,0.03,0.01,N,O,816739200.0,816220800.0,817603200.0,TAKE BACK RETURN,REG AIR,1428.675,46193.825,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7507,Customer#000007507,U4BrRPYbH8W,20,30-113-695-7257,3395.59,FURNITURE,"inal grouches wake blithely among the bold, silent instructions. furiously ironic foxes cajole blithely. fur",275975,O,235040.77,816048000.0,5-LOW,Clerk#000000328,0,77643,151,1,42,68066.88,0.06,0.03,N,O,819590400.0,819504000.0,821577600.0,DELIVER IN PERSON,TRUCK,4084.0128,63982.8672,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11050,Customer#000011050,"kOi3GeuwZIg6t1Vw7k0kX6VyuXMN9x,0lR",20,30-349-736-3141,1576.33,FURNITURE,e quickly after the ironic packages. ironic instructions haggle a,79427,O,223235.82,861753600.0,3-MEDIUM,Clerk#000000473,0,180150,151,2,24,29523.6,0.1,0.01,N,O,864086400.0,866419200.0,866246400.0,DELIVER IN PERSON,RAIL,2952.36,26571.24,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
6013,Customer#000006013,NOTH5 kyVefl4bJA,20,30-137-646-6576,2051.61,MACHINERY,"nal packages are quickly regular, even instructions. even, ironic deposits sleep; slyly ",195873,O,184476.76,808012800.0,1-URGENT,Clerk#000000816,0,95683,702,2,29,48681.72,0.03,0.03,N,O,818208000.0,811468800.0,820454400.0,DELIVER IN PERSON,REG AIR,1460.4516,47221.2684,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10220,Customer#000010220,mkj4wVr2I9FEFqiNOtRoSW5e7KLBT57c,20,30-940-693-4194,5848.16,FURNITURE,pitaphs believe furiously. bold packages sleep alongside of the slyly express accounts. carefully regula,242983,F,223886.86,735523200.0,2-HIGH,Clerk#000000467,0,115754,777,1,9,15927.75,0.06,0.07,A,F,739584000.0,738979200.0,741744000.0,TAKE BACK RETURN,SHIP,955.665,14972.085,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11806,Customer#000011806,IDyHITrJWbk ovM8vAHDMV,20,30-781-778-9301,82.87,HOUSEHOLD,eans. accounts dazzle with the slyly sly deposits. accounts boost. accounts against the blithely pendi,411206,F,176306.71,722390400.0,1-URGENT,Clerk#000000784,0,32633,143,2,33,51665.79,0.04,0.04,R,F,731548800.0,726105600.0,732240000.0,TAKE BACK RETURN,SHIP,2066.6316,49599.1584,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14290,Customer#000014290,5gfaB3s6Ga8CGCXErIIoprPQbfn,20,30-534-461-3199,3003.54,HOUSEHOLD,uctions wake quickly regular deposits. slyly bold deposits nod quickly. fu,476036,P,119427.59,800236800.0,2-HIGH,Clerk#000000857,0,80720,721,1,25,42518.0,0.04,0.07,N,O,806889600.0,803088000.0,808272000.0,DELIVER IN PERSON,REG AIR,1700.72,40817.28,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4756,Customer#000004756,NWkx3pbt0ASqpJq3,20,30-585-795-1804,2944.76,AUTOMOBILE,refully regular ideas cajole after the silent p,245927,F,85211.07,781920000.0,2-HIGH,Clerk#000000193,0,22800,307,2,36,62020.8,0.08,0.08,R,F,782697600.0,788745600.0,783907200.0,DELIVER IN PERSON,AIR,4961.664000000001,57059.136000000006,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11129,Customer#000011129,BZpMprr1tYfa8ygM7R,20,30-452-178-5030,6875.69,FURNITURE,o the quickly unusual instructio,563142,F,275266.59,781056000.0,4-NOT SPECIFIED,Clerk#000000614,0,158277,793,7,45,60087.15,0.08,0.06,R,F,789436800.0,785808000.0,789782400.0,TAKE BACK RETURN,RAIL,4806.972000000001,55280.17800000001,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7882,Customer#000007882,"zKn,bly3PJfiEcDkLNI",20,30-146-419-8344,1975.74,FURNITURE, blithely regular dependencies! carefully final packages haggle. blithely final attai,555655,F,204424.68,752716800.0,5-LOW,Clerk#000000470,0,50997,998,2,12,23375.88,0.05,0.02,A,F,762825600.0,756518400.0,765244800.0,NONE,TRUCK,1168.794,22207.086,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10091,Customer#000010091,5NOJkiBywgzvMth YfLx,20,30-761-749-2919,5337.98,MACHINERY,s. carefully express ideas can wake alongside of the quickly regular instructions. ironic packages print beyond the,499009,O,199939.3,880848000.0,3-MEDIUM,Clerk#000000427,0,173162,714,4,43,53111.88,0.04,0.08,N,O,884563200.0,884995200.0,886032000.0,COLLECT COD,FOB,2124.4752,50987.4048,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
